condition,rate_hz,repetition,run_tag,file_name,nominal_seq_step,duration_s,effective_live_rate,n_rows_total,live_count,replay_count,history_requests,history_loaded,missing_samples,live_missing_total,gaps_count,largest_gap,recovered_by_replay,unrecovered_context,replay_recovery_ratio,recovery_time_ms,relative_timestamp_offset_mean_ms,relative_timestamp_offset_median_ms,relative_timestamp_offset_p95_ms,relative_timestamp_offset_max_ms,staleness_mean_ms,staleness_median_ms,staleness_p95_ms,staleness_max_ms,inter_arrival_mean_ms,inter_arrival_std_ms,inter_arrival_p95_ms,validation_warning
disconnect_replay,25,1,run_2026-06-22t23-09-20-242z,ui_log_disconnect_replay_r25_rep1.csv,4,73.607,22.008776339206868,1703,1620,75,1,1,240,240,160,81,17,223,0.07083333333333333,42.0,0.23635449821566357,-0.193603515625,0.5520874023437499,52.216552734375,0.23635449821566357,-0.193603515625,0.5520874023437499,52.216552734375,45.45027794935145,113.67580914287193,41.0,
disconnect_replay,25,2,run_2026-06-22t23-11-07-198z,ui_log_disconnect_replay_r25_rep2.csv,1,71.155,0.0,56,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,"expected 1 history_request, found 0; expected 1 history_batch_loaded, found 0; expected 75 replay rows, found 0"
disconnect_replay,25,3,run_2026-06-22t23-12-52-135z,ui_log_disconnect_replay_r25_rep3.csv,4,71.983,22.50531375463651,1703,1620,75,1,1,209,209,129,81,42,167,0.20095693779904306,42.0,0.31793288242669754,-0.1893310546875,0.5433349609374999,75.740478515625,0.31793288242669754,-0.1893310546875,0.5433349609374999,75.740478515625,44.44718962322421,106.56487150328645,41.0,
disconnect_replay,25,4,run_2026-06-22t23-14-37-559z,ui_log_disconnect_replay_r25_rep4.csv,1,71.835,0.0,55,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,"expected 1 history_request, found 0; expected 1 history_batch_loaded, found 0; expected 75 replay rows, found 0"
disconnect_replay,25,5,run_2026-06-22t23-16-22-984z,ui_log_disconnect_replay_r25_rep5.csv,4,72.015,22.509199472332153,1704,1621,75,1,1,93,93,13,81,72,21,0.7741935483870968,42.0,0.20461243541795188,-0.310302734375,0.547119140625,65.28369140625,0.20461243541795188,-0.310302734375,0.547119140625,65.28369140625,44.44074074074074,138.5721088313236,41.0,
disconnect_replay,25,6,run_2026-06-22t23-18-08-360z,ui_log_disconnect_replay_r25_rep6.csv,1,69.157,0.0,53,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,"expected 1 history_request, found 0; expected 1 history_batch_loaded, found 0; expected 75 replay rows, found 0"
disconnect_replay,25,7,run_2026-06-22t23-19-53-399z,ui_log_disconnect_replay_r25_rep7.csv,4,71.689,22.59760911715884,1703,1620,75,1,1,210,210,130,81,22,188,0.10476190476190476,47.0,0.15732647931134258,-0.196044921875,0.5274169921874999,61.595947265625,0.15732647931134258,-0.196044921875,0.5274169921874999,61.595947265625,44.265596046942555,103.47518943801558,41.0,
disconnect_replay,25,8,run_2026-06-22t23-21-38-428z,ui_log_disconnect_replay_r25_rep8.csv,1,68.797,0.0,53,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,"expected 1 history_request, found 0; expected 1 history_batch_loaded, found 0; expected 75 replay rows, found 0"
disconnect_replay,25,9,run_2026-06-22t23-23-23-481z,ui_log_disconnect_replay_r25_rep9.csv,4,71.758,22.575880041249757,1703,1620,75,1,1,146,146,66,81,8,138,0.0547945205479452,41.0,0.4062203112943673,-0.2117919921875,0.44559326171874974,93.479248046875,0.4062203112943673,-0.2117919921875,0.44559326171874974,93.479248046875,44.29956763434219,103.8011068510174,41.0,
disconnect_replay,25,10,run_2026-06-22t23-25-08-631z,ui_log_disconnect_replay_r25_rep10.csv,1,69.74,0.0,53,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,"expected 1 history_request, found 0; expected 1 history_batch_loaded, found 0; expected 75 replay rows, found 0"
